AnnoA;ClasseNUMERO;ClasseNOME;SESSO;Isc
2014/2015;L-17;Scienze dell'architettura;F;7133
2014/2015;L-17;Scienze dell'architettura;M;6397
2014/2015;L-18;Scienze dell'economia e della gestione aziendale;F;51511
2014/2015;L-18;Scienze dell'economia e della gestione aziendale;M;61685
2014/2015;L-19;Scienze dell'educazione e della formazione;F;39270
2014/2015;L-19;Scienze dell'educazione e della formazione;M;3748
2014/2015;L-20;Scienze della comunicazione;F;20180
2014/2015;L-20;Scienze della comunicazione;M;11369
2014/2015;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;915
2014/2015;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;1440
2014/2015;L-22;Scienze delle attività motorie e sportive;F;7681
2014/2015;L-22;Scienze delle attività motorie e sportive;M;18060
2014/2015;L-23;Scienze e tecniche dell'edilizia;F;2985
2014/2015;L-23;Scienze e tecniche dell'edilizia;M;4493
2014/2015;L-24;Scienze e tecniche psicologiche;F;29419
2014/2015;L-24;Scienze e tecniche psicologiche;M;8910
2014/2015;L-25;Scienze e tecnologie agrarie e forestali;F;4182
2014/2015;L-25;Scienze e tecnologie agrarie e forestali;M;10114
2014/2015;L-26;Scienze e tecnologie alimentari;F;6188
2014/2015;L-26;Scienze e tecnologie alimentari;M;5005
2014/2015;L-27;Scienze e tecnologie chimiche;F;4449
2014/2015;L-27;Scienze e tecnologie chimiche;M;5754
2014/2015;L-28;Scienze e tecnologie della navigazione;F;110
2014/2015;L-28;Scienze e tecnologie della navigazione;M;585
2014/2015;L-29;Scienze e tecnologie farmaceutiche;F;4633
2014/2015;L-29;Scienze e tecnologie farmaceutiche;M;1438
2014/2015;L-30;Scienze e tecnologie fisiche;F;3188
2014/2015;L-30;Scienze e tecnologie fisiche;M;6443
2014/2015;L-31;Scienze e tecnologie informatiche;F;2437
2014/2015;L-31;Scienze e tecnologie informatiche;M;17367
2014/2015;L-32;Scienze e tecnologie per l'ambiente e la natura;F;4060
2014/2015;L-32;Scienze e tecnologie per l'ambiente e la natura;M;3759
2014/2015;L-33;Scienze economiche;F;16349
2014/2015;L-33;Scienze economiche;M;21214
2014/2015;L-34;Scienze geologiche;F;1809
2014/2015;L-34;Scienze geologiche;M;3255
2014/2015;L-35;Scienze matematiche;F;3937
2014/2015;L-35;Scienze matematiche;M;3555
2014/2015;L-36;Scienze politiche e delle relazioni internazionali;F;16423
2014/2015;L-36;Scienze politiche e delle relazioni internazionali;M;17476
2014/2015;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;1453
2014/2015;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;985
2014/2015;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;3624
2014/2015;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;1517
2014/2015;L-39;Servizio sociale;F;13025
2014/2015;L-39;Servizio sociale;M;1394
2014/2015;L-40;Sociologia;F;6588
2014/2015;L-40;Sociologia;M;2451
2014/2015;L-41;Statistica;F;1446
2014/2015;L-41;Statistica;M;1977
2014/2015;L-42;Storia;F;2751
2014/2015;L-42;Storia;M;4624
2014/2015;L-43;Diagnostica per la conservazione dei beni culturali;F;703
2014/2015;L-43;Diagnostica per la conservazione dei beni culturali;M;205
2014/2015;LM/SNT1;Scienze infermieristiche e ostetriche;F;1601
2014/2015;LM/SNT1;Scienze infermieristiche e ostetriche;M;605
2014/2015;LM/SNT2;Scienze riabilitative delle professioni sanitarie;F;745
2014/2015;LM/SNT2;Scienze riabilitative delle professioni sanitarie;M;233
2014/2015;LM/SNT3;Scienze delle professioni sanitarie tecniche;F;534
2014/2015;LM/SNT3;Scienze delle professioni sanitarie tecniche;M;362
2014/2015;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;F;221
2014/2015;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;M;228
2014/2015;LM-01;Antropologia culturale ed etnologia;F;675
2014/2015;LM-01;Antropologia culturale ed etnologia;M;329
2014/2015;LM-02;Archeologia;F;1965
2014/2015;LM-02;Archeologia;M;912
2014/2015;LM-03;Architettura del paesaggio;F;281
2014/2015;LM-03;Architettura del paesaggio;M;183
2014/2015;LM-04;Architettura e ingegneria edile-architettura;F;5250
2014/2015;LM-04;Architettura e ingegneria edile-architettura;M;4200
2014/2015;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);F;12610
2014/2015;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);M;10041
2014/2015;LM-05;Archivistica e biblioteconomia;F;328
2014/2015;LM-05;Archivistica e biblioteconomia;M;103
2014/2015;LM-06;Biologia;F;7158
2014/2015;LM-06;Biologia;M;2454
2014/2015;LM-07;Biotecnologie agrarie;F;199
2014/2015;LM-07;Biotecnologie agrarie;M;152
2014/2015;LM-08;Biotecnologie industriali;F;505
2014/2015;LM-08;Biotecnologie industriali;M;426
2014/2015;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;F;2315
2014/2015;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;M;885
2014/2015;LM-10;Conservazione dei beni architettonici e ambientali;F;9
2014/2015;LM-10;Conservazione dei beni architettonici e ambientali;M;6
2014/2015;LM-11;Scienze per la conservazione dei beni culturali;F;209
2014/2015;LM-11;Scienze per la conservazione dei beni culturali;M;53
2014/2015;LM-12;Design;F;1520
2014/2015;LM-12;Design;M;912
2014/2015;LM-13;Farmacia e farmacia industriale;F;24772
2014/2015;LM-13;Farmacia e farmacia industriale;M;9352
2014/2015;LM-14;Filologia moderna;F;6709
2014/2015;LM-14;Filologia moderna;M;1802
2014/2015;LM-15;Filologia, letterature e storia dell'antichità;F;1538
2014/2015;LM-15;Filologia, letterature e storia dell'antichità;M;482
2014/2015;LM-16;Finanza;F;854
2014/2015;LM-16;Finanza;M;1308
2014/2015;LM-17;Fisica;F;885
2014/2015;LM-17;Fisica;M;2147
2014/2015;LM-18;Informatica;F;424
2014/2015;LM-18;Informatica;M;2239
2014/2015;LM-19;Informazione e sistemi editoriali;F;1848
2014/2015;LM-19;Informazione e sistemi editoriali;M;776
2014/2015;LM-20;Ingegneria aerospaziale e astronautica;F;382
2014/2015;LM-20;Ingegneria aerospaziale e astronautica;M;2124
2014/2015;LM-21;Ingegneria biomedica;F;1628
2014/2015;LM-21;Ingegneria biomedica;M;1291
2014/2015;LM-22;Ingegneria chimica;F;854
2014/2015;LM-22;Ingegneria chimica;M;1293
2014/2015;LM-23;Ingegneria civile;F;2473
2014/2015;LM-23;Ingegneria civile;M;6395
2014/2015;LM-24;Ingegneria dei sistemi edilizi;F;1159
2014/2015;LM-24;Ingegneria dei sistemi edilizi;M;1644
2014/2015;LM-25;Ingegneria dell'automazione;F;192
2014/2015;LM-25;Ingegneria dell'automazione;M;1315
2014/2015;LM-26;Ingegneria della sicurezza;F;76
2014/2015;LM-26;Ingegneria della sicurezza;M;230
2014/2015;LM-27;Ingegneria delle telecomunicazioni;F;356
2014/2015;LM-27;Ingegneria delle telecomunicazioni;M;1480
2014/2015;LM-28;Ingegneria elettrica;F;135
2014/2015;LM-28;Ingegneria elettrica;M;1519
2014/2015;LM-29;Ingegneria elettronica;F;458
2014/2015;LM-29;Ingegneria elettronica;M;2510
2014/2015;LM-30;Ingegneria energetica e nucleare;F;651
2014/2015;LM-30;Ingegneria energetica e nucleare;M;2350
2014/2015;LM-31;Ingegneria gestionale;F;2836
2014/2015;LM-31;Ingegneria gestionale;M;4690
2014/2015;LM-32;Ingegneria informatica;F;782
2014/2015;LM-32;Ingegneria informatica;M;4872
2014/2015;LM-33;Ingegneria meccanica;F;866
2014/2015;LM-33;Ingegneria meccanica;M;8164
2014/2015;LM-34;Ingegneria navale;F;112
2014/2015;LM-34;Ingegneria navale;M;466
2014/2015;LM-35;Ingegneria per l'ambiente e il territorio;F;1205
2014/2015;LM-35;Ingegneria per l'ambiente e il territorio;M;1880
2014/2015;LM-36;Lingue e letterature dell'Africa e dell'Asia;F;619
2014/2015;LM-36;Lingue e letterature dell'Africa e dell'Asia;M;196
2014/2015;LM-37;Lingue e letterature moderne europee e americane;F;5615
2014/2015;LM-37;Lingue e letterature moderne europee e americane;M;793
2014/2015;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;4432
2014/2015;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;M;638
2014/2015;LM-39;Linguistica;F;958
2014/2015;LM-39;Linguistica;M;242
2014/2015;LM-40;Matematica;F;1830
2014/2015;LM-40;Matematica;M;1361
2014/2015;LM-41;Medicina e chirurgia;F;38887
2014/2015;LM-41;Medicina e chirurgia;M;32782
2014/2015;LM-42;Medicina veterinaria;F;3753
2014/2015;LM-42;Medicina veterinaria;M;1699
2014/2015;LM-43;Metodologie informatiche per le discipline umanistiche;F;75
2014/2015;LM-43;Metodologie informatiche per le discipline umanistiche;M;42
2014/2015;LM-44;Modellistica matematico-fisica per l'ingegneria;F;196
2014/2015;LM-44;Modellistica matematico-fisica per l'ingegneria;M;410
2014/2015;LM-45;Musicologia e beni musicali;F;264
2014/2015;LM-45;Musicologia e beni musicali;M;213
2014/2015;LM-46;Odontoiatria e protesi dentaria;F;2455
2014/2015;LM-46;Odontoiatria e protesi dentaria;M;2988
2014/2015;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;F;122
2014/2015;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;M;213
2014/2015;LM-48;Pianificazione territoriale urbanistica e ambientale;F;448
2014/2015;LM-48;Pianificazione territoriale urbanistica e ambientale;M;517
2014/2015;LM-49;Progettazione e gestione dei sistemi turistici;F;1046
2014/2015;LM-49;Progettazione e gestione dei sistemi turistici;M;330
2014/2015;LM-50;Programmazione e gestione dei servizi educativi;F;1753
2014/2015;LM-50;Programmazione e gestione dei servizi educativi;M;175
2014/2015;LM-51;Psicologia;F;16619
2014/2015;LM-51;Psicologia;M;3406
2014/2015;LM-52;Relazioni internazionali;F;3370
2014/2015;LM-52;Relazioni internazionali;M;2365
2014/2015;LM-53;Scienza e ingegneria dei materiali;F;395
2014/2015;LM-53;Scienza e ingegneria dei materiali;M;837
2014/2015;LM-54;Scienze chimiche;F;1310
2014/2015;LM-54;Scienze chimiche;M;1179
2014/2015;LM-55;Scienze cognitive;F;331
2014/2015;LM-55;Scienze cognitive;M;126
2014/2015;LM-56;Scienze dell'economia;F;4216
2014/2015;LM-56;Scienze dell'economia;M;4984
2014/2015;LM-57;Scienze dell'educazione degli adulti e della formazione continua;F;1162
2014/2015;LM-57;Scienze dell'educazione degli adulti e della formazione continua;M;147
2014/2015;LM-58;Scienze dell'universo;F;99
2014/2015;LM-58;Scienze dell'universo;M;145
2014/2015;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;2797
2014/2015;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;M;1151
2014/2015;LM-60;Scienze della natura;F;351
2014/2015;LM-60;Scienze della natura;M;290
2014/2015;LM-61;Scienze della nutrizione umana;F;1535
2014/2015;LM-61;Scienze della nutrizione umana;M;457
2014/2015;LM-62;Scienze della politica;F;1279
2014/2015;LM-62;Scienze della politica;M;1246
2014/2015;LM-63;Scienze delle pubbliche amministrazioni;F;2009
2014/2015;LM-63;Scienze delle pubbliche amministrazioni;M;1443
2014/2015;LM-64;Scienze delle religioni;F;87
2014/2015;LM-64;Scienze delle religioni;M;56
2014/2015;LM-65;Scienze dello spettacolo e produzione multimediale;F;1460
2014/2015;LM-65;Scienze dello spettacolo e produzione multimediale;M;739
2014/2015;LM-66;Sicurezza informatica;F;6
2014/2015;LM-66;Sicurezza informatica;M;42
2014/2015;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;F;1381
2014/2015;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;M;1660
2014/2015;LM-68;Scienze e tecniche dello sport;F;530
2014/2015;LM-68;Scienze e tecniche dello sport;M;1323
2014/2015;LM-69;Scienze e tecnologie agrarie;F;538
2014/2015;LM-69;Scienze e tecnologie agrarie;M;1337
2014/2015;LM-70;Scienze e tecnologie alimentari;F;1034
2014/2015;LM-70;Scienze e tecnologie alimentari;M;741
2014/2015;LM-71;Scienze e tecnologie della chimica industriale;F;201
2014/2015;LM-71;Scienze e tecnologie della chimica industriale;M;383
2014/2015;LM-72;Scienze e tecnologie della navigazione;F;19
2014/2015;LM-72;Scienze e tecnologie della navigazione;M;41
2014/2015;LM-73;Scienze e tecnologie forestali ed ambientali;F;281
2014/2015;LM-73;Scienze e tecnologie forestali ed ambientali;M;533
2014/2015;LM-74;Scienze e tecnologie geologiche;F;683
2014/2015;LM-74;Scienze e tecnologie geologiche;M;1278
2014/2015;LM-75;Scienze e tecnologie per l'ambiente e il territorio;F;581
2014/2015;LM-75;Scienze e tecnologie per l'ambiente e il territorio;M;555
2014/2015;LM-76;Scienze economiche per l'ambiente e la cultura;F;684
2014/2015;LM-76;Scienze economiche per l'ambiente e la cultura;M;189
2014/2015;LM-77;Scienze economico-aziendali;F;19715
2014/2015;LM-77;Scienze economico-aziendali;M;18875
2014/2015;LM-78;Scienze filosofiche;F;2599
2014/2015;LM-78;Scienze filosofiche;M;2057
2014/2015;LM-79;Scienze geofisiche;F;49
2014/2015;LM-79;Scienze geofisiche;M;58
2014/2015;LM-80;Scienze geografiche;F;110
2014/2015;LM-80;Scienze geografiche;M;137
2014/2015;LM-81;Scienze per la cooperazione allo sviluppo;F;877
2014/2015;LM-81;Scienze per la cooperazione allo sviluppo;M;441
2014/2015;LM-82;Scienze statistiche;F;624
2014/2015;LM-82;Scienze statistiche;M;616
2014/2015;LM-83;Scienze statistiche attuariali e finanziarie;F;351
2014/2015;LM-83;Scienze statistiche attuariali e finanziarie;M;452
2014/2015;LM-84;Scienze storiche;F;1319
2014/2015;LM-84;Scienze storiche;M;1890
2014/2015;LM-85;Scienze pedagogiche;F;5559
2014/2015;LM-85;Scienze pedagogiche;M;549
2014/2015;LM-85 bis;Scienze della formazione primaria;F;15919
2014/2015;LM-85 bis;Scienze della formazione primaria;M;847
2014/2015;LM-86;Scienze zootecniche e tecnologie  animali;F;363
2014/2015;LM-86;Scienze zootecniche e tecnologie  animali;M;213
2014/2015;LM-87;Servizio sociale e politiche sociali;F;4014
2014/2015;LM-87;Servizio sociale e politiche sociali;M;365
2014/2015;LM-88;Sociologia e ricerca sociale;F;1704
2014/2015;LM-88;Sociologia e ricerca sociale;M;685
2014/2015;LM-89;Storia dell'arte;F;3752
2014/2015;LM-89;Storia dell'arte;M;735
2014/2015;LM-90;Studi europei;F;229
2014/2015;LM-90;Studi europei;M;210
2014/2015;LM-91;Tecniche e metodi per la societa dell'informazione;F;9
2014/2015;LM-91;Tecniche e metodi per la societa dell'informazione;M;21
2014/2015;LM-92;Teorie della comunicazione;F;946
2014/2015;LM-92;Teorie della comunicazione;M;432
2014/2015;LM-93;Teorie e metodologie dell'e-learning e della media education;F;70
2014/2015;LM-93;Teorie e metodologie dell'e-learning e della media education;M;21
2014/2015;LM-94;Traduzione specialistica e interpretariato;F;1784
2014/2015;LM-94;Traduzione specialistica e interpretariato;M;301
2014/2015;LMG/01;Magistrali in giurisprudenza;F;91724
2014/2015;LMG/01;Magistrali in giurisprudenza;M;55857
2014/2015;LMR/02;Conservazione e restauro dei beni culturali;F;343
2014/2015;LMR/02;Conservazione e restauro dei beni culturali;M;55
2014/2015;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;1299
2014/2015;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;756
2014/2015;SNT1/S;Specialistiche nelle scienze infermieristiche e ostetriche;F;38
2014/2015;SNT1/S;Specialistiche nelle scienze infermieristiche e ostetriche;M;14
2014/2015;SNT2;Professioni sanitarie della riabilitazione;F;354
2014/2015;SNT2;Professioni sanitarie della riabilitazione;M;262
2014/2015;SNT2/S;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;F;2
2014/2015;SNT2/S;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;M;1
2014/2015;SNT3;Professioni sanitarie tecniche;F;237
2014/2015;SNT3;Professioni sanitarie tecniche;M;253
2014/2015;SNT3/S;Specialistiche nelle scienze delle professioni sanitarie tecniche;F;6
2014/2015;SNT3/S;Specialistiche nelle scienze delle professioni sanitarie tecniche;M;5
2014/2015;SNT4;Professioni sanitarie della prevenzione;F;60
2014/2015;SNT4;Professioni sanitarie della prevenzione;M;92
2014/2015;SNT4/S;Specialistiche nelle scienze delle professioni sanitarie della prevenzione;F;1
2014/2015;SNT4/S;Specialistiche nelle scienze delle professioni sanitarie della prevenzione;M;4
2013/2014;1;Biotecnologie;F;905
2013/2014;1;Biotecnologie;M;430
2013/2014;01/S;Specialistiche in antropologia culturale ed etnologia;F;50
2013/2014;01/S;Specialistiche in antropologia culturale ed etnologia;M;19
2013/2014;2;Scienze dei servizi giuridici;F;1052
2013/2014;2;Scienze dei servizi giuridici;M;772
2013/2014;02/S;Specialistiche in archeologia;F;82
2013/2014;02/S;Specialistiche in archeologia;M;40
2013/2014;3;Scienze della mediazione linguistica;F;1964
2013/2014;3;Scienze della mediazione linguistica;M;444
2013/2014;03/S;Specialistiche in architettura del paesaggio;F;12
2013/2014;03/S;Specialistiche in architettura del paesaggio;M;9
2013/2014;4;Scienze dell'architettura e dell'ingegneria edile;F;1835
2013/2014;4;Scienze dell'architettura e dell'ingegneria edile;M;2345
2013/2014;04/S;Specialistiche in architettura e ingegneria edile;F;193
2013/2014;04/S;Specialistiche in architettura e ingegneria edile;M;225
2013/2014;04/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;F;4889
2013/2014;04/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;M;4379
2013/2014;5;Lettere;F;3461
2013/2014;5;Lettere;M;976
2013/2014;05/S;Specialistiche in archivistica e biblioteconomia;F;29
2013/2014;05/S;Specialistiche in archivistica e biblioteconomia;M;3
2013/2014;6;Scienze del servizio sociale;F;1387
2013/2014;6;Scienze del servizio sociale;M;138
2013/2014;06/S;Specialistiche in biologia;F;141
2013/2014;06/S;Specialistiche in biologia;M;72
2013/2014;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;117
2013/2014;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;399
2013/2014;07/S;Specialistiche in biotecnologie agrarie;F;4
2013/2014;07/S;Specialistiche in biotecnologie agrarie;M;5
2013/2014;8;Ingegneria civile e ambientale;F;1197
2013/2014;8;Ingegneria civile e ambientale;M;3476
2013/2014;08/S;Specialistiche in biotecnologie industriali;F;10
2013/2014;08/S;Specialistiche in biotecnologie industriali;M;10
2013/2014;9;Ingegneria dell'informazione;F;992
2013/2014;9;Ingegneria dell'informazione;M;5506
2013/2014;09/S;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;F;37
2013/2014;09/S;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;M;16
2013/2014;10;Ingegneria industriale;F;1401
2013/2014;10;Ingegneria industriale;M;6653
2013/2014;10/S;Specialistiche in conservazione dei beni architettonici e ambientali;F;3
2013/2014;10/S;Specialistiche in conservazione dei beni architettonici e ambientali;M;1
2013/2014;100/S;Specialistiche in tecniche e metodi per la societa dell'informazione;F;5
2013/2014;100/S;Specialistiche in tecniche e metodi per la societa dell'informazione;M;8
2013/2014;101/S;Specialistiche in teoria della comunicazione;F;49
2013/2014;101/S;Specialistiche in teoria della comunicazione;M;22
2013/2014;102/S;Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica;F;2
2013/2014;102/S;Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica;M;2
2013/2014;103/S;Specialistiche in teorie e metodi del disegno industriale;F;45
2013/2014;103/S;Specialistiche in teorie e metodi del disegno industriale;M;48
2013/2014;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;F;74
2013/2014;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;M;4
2013/2014;11;Lingue e culture moderne;F;4249
2013/2014;11;Lingue e culture moderne;M;875
2013/2014;12;Scienze biologiche;F;3391
2013/2014;12;Scienze biologiche;M;1074
2013/2014;12/S;Specialistiche in conservazione e restauro del patrimonio storico-artistico;F;12
2013/2014;12/S;Specialistiche in conservazione e restauro del patrimonio storico-artistico;M;2
2013/2014;13;Scienze dei beni culturali;F;2859
2013/2014;13;Scienze dei beni culturali;M;775
2013/2014;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;F;88
2013/2014;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;M;44
2013/2014;14;Scienze della comunicazione;F;2795
2013/2014;14;Scienze della comunicazione;M;1431
2013/2014;14/S;Specialistiche in farmacia e farmacia industriale;F;10762
2013/2014;14/S;Specialistiche in farmacia e farmacia industriale;M;4398
2013/2014;15;Scienze politiche e delle relazioni internazionali;F;1685
2013/2014;15;Scienze politiche e delle relazioni internazionali;M;2048
2013/2014;15/S;Specialistiche in filologia e letterature dell'antichita;F;50
2013/2014;15/S;Specialistiche in filologia e letterature dell'antichita;M;10
2013/2014;16;Scienze della Terra;F;181
2013/2014;16;Scienze della Terra;M;395
2013/2014;16/S;Specialistiche in filologia moderna;F;208
2013/2014;16/S;Specialistiche in filologia moderna;M;38
2013/2014;17;Scienze dell'economia e della gestione aziendale;F;7115
2013/2014;17;Scienze dell'economia e della gestione aziendale;M;6906
2013/2014;17/S;Specialistiche in filosofia e storia della scienza;F;2
2013/2014;17/S;Specialistiche in filosofia e storia della scienza;M;2
2013/2014;18;Scienze dell'educazione e della formazione;F;5352
2013/2014;18;Scienze dell'educazione e della formazione;M;587
2013/2014;18/S;Specialistiche in filosofia teoretica, morale, politica ed estetica;F;61
2013/2014;18/S;Specialistiche in filosofia teoretica, morale, politica ed estetica;M;39
2013/2014;18-bis;Scienze della Formazione Primaria - Quadriennale;F;10165
2013/2014;18-bis;Scienze della Formazione Primaria - Quadriennale;M;474
2013/2014;19;Scienze dell'amministrazione;F;823
2013/2014;19;Scienze dell'amministrazione;M;718
2013/2014;19/S;Specialistiche in finanza;F;15
2013/2014;19/S;Specialistiche in finanza;M;23
2013/2014;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;913
2013/2014;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;1666
2013/2014;20/S;Specialistiche in fisica;F;25
2013/2014;20/S;Specialistiche in fisica;M;72
2013/2014;21;Scienze e tecnologie chimiche;F;579
2013/2014;21;Scienze e tecnologie chimiche;M;593
2013/2014;21/S;Specialistiche in geografia;F;7
2013/2014;21/S;Specialistiche in geografia;M;13
2013/2014;22;Scienze e tecnologie della navigazione marittima e aerea;F;7
2013/2014;22;Scienze e tecnologie della navigazione marittima e aerea;M;33
2013/2014;22/S;Specialistiche in giurisprudenza;F;599
2013/2014;22/S;Specialistiche in giurisprudenza;M;352
2013/2014;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;851
2013/2014;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;433
2013/2014;23/S;Specialistiche in informatica;F;54
2013/2014;23/S;Specialistiche in informatica;M;200
2013/2014;24;Scienze e tecnologie farmaceutiche;F;1478
2013/2014;24;Scienze e tecnologie farmaceutiche;M;570
2013/2014;24/S;Specialistiche in informatica per le discipline umanistiche;F;7
2013/2014;24/S;Specialistiche in informatica per le discipline umanistiche;M;6
2013/2014;25;Scienze e tecnologie fisiche;F;288
2013/2014;25;Scienze e tecnologie fisiche;M;575
2013/2014;25/S;Specialistiche in ingegneria aerospaziale e astronautica;F;21
2013/2014;25/S;Specialistiche in ingegneria aerospaziale e astronautica;M;145
2013/2014;26;Scienze e tecnologie informatiche;F;462
2013/2014;26;Scienze e tecnologie informatiche;M;2870
2013/2014;26/S;Specialistiche in ingegneria biomedica;F;35
2013/2014;26/S;Specialistiche in ingegneria biomedica;M;39
2013/2014;27;Scienze e tecnologie per l'ambiente e la natura;F;580
2013/2014;27;Scienze e tecnologie per l'ambiente e la natura;M;508
2013/2014;27/S;Specialistiche in ingegneria chimica;F;25
2013/2014;27/S;Specialistiche in ingegneria chimica;M;29
2013/2014;28;Scienze economiche;F;2459
2013/2014;28;Scienze economiche;M;2337
2013/2014;28/S;Specialistiche in ingegneria civile;F;107
2013/2014;28/S;Specialistiche in ingegneria civile;M;331
2013/2014;29;Filosofia;F;733
2013/2014;29;Filosofia;M;630
2013/2014;29/S;Specialistiche in ingegneria dell'automazione;F;10
2013/2014;29/S;Specialistiche in ingegneria dell'automazione;M;80
2013/2014;30;Scienze geografiche;F;78
2013/2014;30;Scienze geografiche;M;66
2013/2014;30/S;Specialistiche in ingegneria delle telecomunicazioni;F;23
2013/2014;30/S;Specialistiche in ingegneria delle telecomunicazioni;M;139
2013/2014;31;Scienze giuridiche;F;2350
2013/2014;31;Scienze giuridiche;M;1540
2013/2014;31/S;Specialistiche in ingegneria elettrica;F;6
2013/2014;31/S;Specialistiche in ingegneria elettrica;M;70
2013/2014;31-bis;Scienze giuridiche - Quinquennale;F;291
2013/2014;31-bis;Scienze giuridiche - Quinquennale;M;135
2013/2014;32;Scienze matematiche;F;622
2013/2014;32;Scienze matematiche;M;388
2013/2014;32/S;Specialistiche in ingegneria elettronica;F;42
2013/2014;32/S;Specialistiche in ingegneria elettronica;M;229
2013/2014;33;Scienze delle attivita motorie e sportive;F;1059
2013/2014;33;Scienze delle attivita motorie e sportive;M;2134
2013/2014;33/S;Specialistiche in ingegneria energetica e nucleare;F;16
2013/2014;33/S;Specialistiche in ingegneria energetica e nucleare;M;58
2013/2014;34;Scienze e tecniche psicologiche;F;3376
2013/2014;34;Scienze e tecniche psicologiche;M;925
2013/2014;34/S;Specialistiche in ingegneria gestionale;F;88
2013/2014;34/S;Specialistiche in ingegneria gestionale;M;199
2013/2014;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;235
2013/2014;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;178
2013/2014;35/S;Specialistiche in ingegneria informatica;F;50
2013/2014;35/S;Specialistiche in ingegneria informatica;M;368
2013/2014;36;Scienze sociologiche;F;891
2013/2014;36;Scienze sociologiche;M;339
2013/2014;36/S;Specialistiche in ingegneria meccanica;F;40
2013/2014;36/S;Specialistiche in ingegneria meccanica;M;377
2013/2014;37;Scienze statistiche;F;120
2013/2014;37;Scienze statistiche;M;165
2013/2014;37/S;Specialistiche in ingegneria navale;F;4
2013/2014;37/S;Specialistiche in ingegneria navale;M;18
2013/2014;38;Scienze storiche;F;459
2013/2014;38;Scienze storiche;M;623
2013/2014;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;F;91
2013/2014;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;M;107
2013/2014;39;Scienze del turismo;F;892
2013/2014;39;Scienze del turismo;M;317
2013/2014;39/S;Specialistiche in interpretariato di conferenza;F;7
2013/2014;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;417
2013/2014;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;215
2013/2014;40/S;Specialistiche in lingua e cultura italiana;F;28
2013/2014;40/S;Specialistiche in lingua e cultura italiana;M;9
2013/2014;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;148
2013/2014;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;48
2013/2014;41/S;Specialistiche in lingue e letterature afroasiatiche;F;20
2013/2014;41/S;Specialistiche in lingue e letterature afroasiatiche;M;7
2013/2014;42;Disegno industriale;F;261
2013/2014;42;Disegno industriale;M;310
2013/2014;42/S;Specialistiche in lingue e letterature moderne euroamericane;F;188
2013/2014;42/S;Specialistiche in lingue e letterature moderne euroamericane;M;26
2013/2014;43/S;Specialistiche in lingue straniere per la comunicazione internazionale;F;154
